sensor_count,edge_count,cloud_region_intensity,data_volume_gb_day,transmission_freq_hz,model_resolution,crop_type,operation_days,solar_powered,total_co2e_kg
25,10,0.8962220046479098,1.9159573705257253,5.510796239956705,0.7700348859689823,tomato,206,0,6243.283504636966
40,9,0.06343275328880175,4.977742369098399,4.227661436019386,0.23181892415116426,rice,65,1,140.0295066369527
11,10,0.5239459723024253,6.0616444026214085,9.91487148165411,0.6046523700705552,soy,122,1,2024.9927120603577
24,8,0.6883574399501742,78.59388856195395,6.541044620714303,0.43757922309899067,soy,226,0,60534.9507203187
8,4,0.7527586038117969,14.905266702064303,9.352085711865895,0.5852897220660136,soy,87,1,4405.0830353695055
35,8,0.5134241660392441,2.130352058922476,1.4543576997793675,0.1969747753350245,rice,352,1,2898.835748379288
25,4,0.5769285831564893,4.818519142383659,4.509281857729191,0.9581165620848177,corn,121,0,2260.355380022627
18,3,0.6422162034833704,10.6805385983363,7.71630439345858,0.9155927051216001,tomato,84,1,3562.47198539421
13,5,0.780121312239416,4.209383686858359,3.6792094225759957,0.843756673861566,corn,292,0,5931.961470337575
29,10,0.15394610662239586,5.801474522903349,6.325452453040314,0.9035045410492466,wheat,60,0,491.3732510647459
34,6,0.8372548668336339,2.855778214063145,5.117510021564233,0.2320190831633375,rice,139,0,4687.26507365219
48,4,0.0721147930188345,1.3020482778531952,9.919302162770705,0.5533495957176994,rice,96,0,262.64690287313664
23,5,0.760769788314109,31.11118958038321,1.7395515281148493,0.38611824288087104,corn,263,1,8932.72677078748
9,3,0.11522936257574268,5.427764880919311,9.353551604605947,0.8986473471737427,rice,313,1,1600.2792348522262
42,7,0.21543397986418394,11.169955718430687,4.016307967079165,0.27049391424951985,rice,95,0,1657.8663714774711
32,4,0.053310024423962724,4.437554486033546,4.680461670806568,0.29795081962777514,rice,169,0,328.58285492713037
36,6,0.42846819970563454,36.06077826898275,5.2864902350161005,0.7180430107195097,tomato,190,1,11142.83546751588
6,4,0.3342053427097834,9.614142588320938,2.654400127786365,0.18000969317890136,tomato,262,1,1857.8143931505124
17,4,0.19109397476397322,1.5684862790593914,9.636610768665319,0.7591304592249758,soy,148,1,352.65225237076976
39,10,0.4334266366833203,10.325464460710473,9.11496056514266,0.34131455948271017,corn,205,1,6532.623119004986
42,4,0.39201525069635623,12.819578004565683,9.729078097013415,0.6948418287404327,wheat,199,1,5415.923544514867
23,1,0.7025118777939303,1.2777482357049035,9.969198802523021,0.8857340077245944,soy,33,0,426.2970983613228
41,4,0.8091607601595275,23.326915661665744,6.69833115171454,0.6486502359114915,rice,221,1,21711.90502018997
43,6,0.6046821640020196,9.787114863536384,4.5174032725616415,0.2914153599574981,rice,220,1,6703.157727159068
20,1,0.15574883041754528,2.3590707915094904,8.507488281061551,0.14424897298529496,wheat,362,0,905.2915384780655
46,4,0.301082175503373,37.75474285944101,0.23902497348554924,0.1401525745255593,rice,201,1,1024.4939965287042
16,2,0.8263205523074378,19.63255616637752,8.34420604309032,0.17993069381260712,rice,332,0,48980.93924463043
13,6,0.12542431905670579,13.851229279454984,4.973362956085856,0.6218361212227443,rice,147,0,1782.086436965122
35,8,0.3958274634822025,0.6017900528612642,6.732527050807095,0.41339606863658607,soy,263,1,1228.0982003655074
33,10,0.8511289263484592,45.51601046789547,3.741086567363734,0.31879627965630836,wheat,332,0,42169.82321577792
8,4,0.8580651152490629,7.222782696813448,3.686862915514292,0.2973759020174721,soy,81,0,1481.4957922108777
42,9,0.3995227004915585,6.057755587355288,0.3181398109560663,0.9537233787127891,rice,220,1,2234.7254546863915
11,3,0.6172873548839778,0.8017790751114499,4.238470514859705,0.20693491830286698,soy,338,1,791.8835307616047
41,8,0.4382337586008991,4.612746643541563,4.084133599997882,0.3743329696953892,soy,216,1,1687.1808482359497
2,6,0.6904414585208904,27.300920652643374,2.248686227578845,0.5243295358172738,soy,329,1,6749.822811109923
41,8,0.07684413108904874,26.893567397839394,2.4739854121241347,0.10040457346682988,soy,171,1,526.9502345230065
40,8,0.17253357658315469,1.3445309924554394,5.841811664844675,0.928857868728152,corn,327,0,2312.85433577498
40,6,0.5720689830120593,7.43723280167565,3.178396653952491,0.18918873168409348,rice,241,0,6326.732337847126
34,3,0.24766942307660406,18.315519274401133,8.30268883826388,0.7142235406175552,corn,190,0,7105.344849764356
25,6,0.6161444543787763,9.819547743778358,1.1147396834638077,0.6659789294462395,soy,102,0,1251.006998507367
36,9,0.3485394883421036,3.751223914858607,5.776871820803862,0.8281574695942635,soy,87,0,899.0458830215625
15,10,0.8036487244086482,14.238934097692495,1.6012872266638842,0.6862489575059373,rice,127,0,4211.879139860607
40,10,0.7463704777259885,9.727274535817156,5.282878028579668,0.7924486754943815,tomato,283,0,16972.639336469623
29,2,0.4689121300584648,10.555355355938342,5.525906323616237,0.4791237479096748,rice,187,0,6291.924786499339
24,6,0.7069608240306291,2.5761510551627533,6.423334567570767,0.5398340450964609,wheat,160,1,1656.3141092210547
26,2,0.28046720329982683,7.698556145626133,4.274822047781665,0.7314958919479775,rice,186,0,2828.593462050445
29,7,0.4701208102900832,20.457484499171233,5.0952373766074155,0.611584048949546,corn,145,1,5183.4352252982135
3,10,0.21785974408378644,9.790857670566904,1.8103452081968519,0.560384695240048,wheat,301,0,1411.3575421926723
8,1,0.7817532432428448,13.874596083376776,4.63069048201356,0.2850025654490944,wheat,161,0,6496.394912785317
14,7,0.7496074740831526,6.552850492199596,3.730930860553811,0.33229743472573786,tomato,188,0,4728.019989912953
7,10,0.816827218147651,23.403653975304024,6.661644915439443,0.42264751695345415,soy,217,1,13505.054239424748
23,9,0.7958554340406205,1.7158699994566686,4.348782413241365,0.10835594688115287,corn,247,1,2503.0354115162345
34,4,0.8656568227505705,17.585251883251853,7.793637168151223,0.47562710462221325,wheat,142,0,15428.008069079231
34,2,0.24408579688713705,2.874902741167705,4.260494993638348,0.10249162818752154,rice,54,0,245.75346768136552
25,10,0.8420506471760182,4.232834316344723,2.3584759585666126,0.608513892329203,rice,261,1,5355.637399470268
43,10,0.535531212649198,32.32336717760436,2.7376135008668876,0.733625892075114,corn,218,0,14598.279487164084
29,6,0.4091208213304293,7.677828629720931,0.4538069656912741,0.6059337684536138,wheat,247,1,1266.1428966348074
5,10,0.5263178115726921,8.553551337343558,5.3996481871985,0.7241679758843883,corn,212,1,4307.855778275235
39,1,0.34121200315273614,15.292278718434073,8.308977958119318,0.10001185170058674,rice,200,0,10221.788330039893
30,7,0.29527005591680927,17.419074204993834,7.691347956468885,0.1534977759558786,wheat,348,1,7982.5786570788605
33,1,0.25511718728089944,14.988836562889778,4.378456873918376,0.7286161967879998,corn,48,1,542.1927806384753
29,10,0.1200637910385578,11.882293314686951,1.9620074310899775,0.8226101331610935,wheat,61,1,168.4923218943062
29,7,0.4720801625751093,0.11408408967070519,8.634980948531231,0.745931413800455,soy,344,1,1473.0806293212302
6,10,0.8045974243568044,2.478296431054461,0.568753559416639,0.6967110182981965,wheat,327,0,2879.818848082454
29,6,0.585629173883227,4.724928836542569,3.992828029299738,0.736644397430404,wheat,168,0,3039.052936012306
40,1,0.4928292878424075,27.089321047563022,8.566294808697126,0.7656309332165492,wheat,211,1,14692.035420202803
16,1,0.414303980513279,38.072377280920264,3.93237369735456,0.7519397485308124,rice,181,0,14862.084975039108
31,4,0.44474138236961314,9.740117765520937,1.1796368320988422,0.7642076299195057,soy,365,0,3003.697709566083
3,8,0.2278857454361583,6.901522899810643,2.6602290539576154,0.16661773667366275,tomato,183,1,608.3810315217213
19,2,0.7494954956141326,48.186052983836205,6.000694387987742,0.15694439634516225,corn,285,0,55474.10605315796
23,9,0.2186255187892988,10.567670962747012,1.521207041038014,0.42500794890649507,corn,152,0,1106.734525802694
50,3,0.6591293432182161,18.501558219294193,6.549698333096716,0.5748370430939161,corn,158,1,9131.189547237036
12,5,0.6959872597717297,12.334107757023448,4.382181150061259,0.786357148529555,tomato,256,0,12717.249491724693
15,3,0.5386386857235741,6.809385486427014,3.3445606187043984,0.40123703691191126,soy,164,1,1147.7731322726947
22,5,0.7834874187116042,8.459547475475848,2.4100138797511157,0.3476053689702714,corn,34,0,837.4815414378008
50,5,0.29739279958305254,15.50594812090601,8.233476528581237,0.8033034773066765,rice,88,0,3821.0112027052696
43,1,0.7993746380564338,35.24750770665411,3.9673428006865525,0.3244031663085955,soy,323,1,18463.083669889318
3,6,0.6699988906594085,8.547936850159207,7.385054176796671,0.838757239133017,wheat,153,0,6116.709854714063
13,8,0.7289373535974967,7.817203073363763,4.4041115711812076,0.25942019474803474,rice,64,0,2307.234990559588
42,10,0.6148927530982171,0.8269204387079631,0.9195800016809075,0.4235261705852291,wheat,345,0,4588.804214889626
4,4,0.769391564441474,1.9311028037609863,4.405619245697437,0.4609680484837513,wheat,365,1,2160.523881787962
43,9,0.8941340333099905,0.13686765612765822,5.077370109577904,0.3695594025768786,rice,197,0,6451.321770271219
15,9,0.4071384263459428,2.0240865898329137,4.578964092740276,0.10302122249831139,soy,241,0,1224.0202998600662
46,10,0.7418283311531348,22.331162976679472,8.162600875770977,0.3119583320391231,corn,283,0,43881.45762223045
16,4,0.6828927955903286,19.60698056134282,9.10860263908125,0.4038882029909864,wheat,52,0,5345.2994912584645
23,9,0.43493964085521525,22.355569451348725,7.867999973435129,0.38226240507399645,soy,129,0,8014.735744193785
34,6,0.8379066497726352,0.4406482095537604,5.828236240207387,0.8069999468294864,rice,218,1,3430.186000186426
8,1,0.38526204013670545,16.348833896616014,5.414958155588352,0.14263098628282572,corn,214,0,6374.590410419648
29,3,0.5306460288348019,4.704803636209306,6.4465156852064665,0.45005382968971663,soy,141,0,2115.5059252102938
26,7,0.1400510034423173,9.507191635981723,2.879015134097306,0.13376391002149712,corn,30,0,176.2466931624579
40,2,0.24190891495632627,32.32580832699856,8.118656614640702,0.9375828095161084,tomato,350,1,15336.114737090962
50,5,0.7645917449536966,12.189281619972341,8.568624927859005,0.8111884933279867,rice,236,0,26069.940701087547
34,8,0.3870698144045202,1.868443158665204,2.6729044146551235,0.9839454393142122,corn,283,0,4079.6820699106706
22,2,0.38497147600296944,7.352645890037269,9.028279263192637,0.9191444785264167,soy,176,1,2638.321218982796
21,5,0.2590838654620272,46.58008876537225,8.487478507192682,0.38423149490447595,tomato,200,1,14009.757098466489
22,3,0.4678687841528362,34.2485824876035,4.245443188057621,0.7224250710975223,corn,179,1,8142.3203914346195
41,6,0.734944417148029,23.263143928093886,9.090093020725362,0.3758986787305676,wheat,174,0,25071.16962012284
17,3,0.8108895001076787,2.01815352894998,1.2052694991212698,0.8993900691366615,corn,255,0,3403.52813211411
10,10,0.1095972672375563,2.484860094546957,0.28083760552979475,0.46967758297060724,rice,364,1,307.277991344311
18,1,0.5385976215540982,1.5139590618213175,3.4793203891149496,0.4382987877138089,tomato,291,1,1197.702264936945
3,10,0.4471823627084843,2.112188331589326,5.654791552574624,0.9226618698100001,corn,254,0,2615.168293637232
7,8,0.5721395729008416,0.17990659388779265,3.515074702714129,0.8530662588578689,wheat,34,1,143.68104794198098
6,9,0.43018433387202876,27.59942957830419,9.420735268979923,0.9697721980278714,wheat,202,1,12254.440776687263
39,9,0.38884809772540285,17.876841855109106,2.5478475803223954,0.15983927701700218,soy,351,1,3669.946615627004
37,2,0.4510986055650659,23.275899294084898,2.8128527225331967,0.3190049902349739,wheat,163,0,3728.734911299158
36,10,0.544699259442952,10.010174566774186,6.348641297836007,0.37077197308034116,wheat,214,1,6044.9777520513335
24,6,0.47583572937701024,0.1,0.03963495953474032,0.4819168548592859,rice,139,0,1154.3995775674393
37,10,0.4513227833675492,9.277612988670574,7.275842966493638,0.5258170413536825,tomato,94,0,3194.5143747665384
9,9,0.7451600134643687,0.9569461199983499,3.775317361448479,0.3623251852600642,corn,267,1,1498.5686328780246
46,6,0.6838007925521791,28.88040672839518,9.777500928565317,0.8114053808305256,soy,135,0,20815.014895436227
26,4,0.34017172005401386,0.47458627816968874,6.9144845127044565,0.3009197300365508,soy,227,0,695.1988620885062
47,2,0.7304905498880224,5.654422272282371,0.5230973358683485,0.7268655819692017,rice,229,0,3691.5424706651306
9,2,0.7756030686538251,27.13729305044985,0.9271854596109943,0.8665914840328877,tomato,314,0,9407.071614109354
26,4,0.18046837456806192,22.90737444957113,0.8825929011346614,0.6433284152436277,tomato,345,0,1852.1161525555094
36,9,0.545280092471145,25.770026424756377,9.526269976659545,0.4187430333035388,corn,215,1,18779.437743367776
26,6,0.2925151945593317,14.98477502098372,6.8408313606346605,0.2691021179769862,tomato,46,1,936.0037200121144
23,5,0.6782964736377142,3.3030499355258574,4.276632466882069,0.22091157496332642,wheat,225,1,1698.2529797463042
10,3,0.25296752995488075,22.837850238663137,2.0056264161104305,0.7697572652341554,tomato,327,1,2613.634103109341
20,6,0.6206929955470771,29.57019036959903,8.736523824611597,0.5222187978251644,wheat,190,1,15625.819277782068
13,7,0.26685595764898884,29.974861794994386,2.016357720785733,0.1416875960506309,wheat,219,0,3011.7079917137576
16,10,0.4844721989154517,24.251750539610413,7.067085485541699,0.9854555562483582,wheat,286,1,14272.991466879104
35,8,0.8563494977287633,16.05249154761203,7.6334802910919155,0.704172864690091,wheat,177,1,12711.20818931563
32,7,0.3741114076879693,34.16896600026252,2.9472662324652275,0.8597642962842794,soy,169,0,5615.176633652156
31,10,0.7943777130687265,23.78217942981385,5.049642456969253,0.4943698041853103,rice,192,0,26373.2289240776
19,5,0.8889028940233105,1.0517836653596428,2.2306698339016204,0.9598947587272224,rice,316,0,6244.743200223308
49,10,0.7936232214843888,5.220477841961217,3.7899176448975256,0.2795725188317145,wheat,193,1,4500.528287577658
6,4,0.19098612526484143,6.349980112033364,9.651378848401809,0.2666225106449345,corn,139,1,1037.187196108207
18,2,0.7467094866048886,29.854155066965234,6.931687208509649,0.901301261293323,wheat,230,1,18992.796033209514
7,5,0.07732698583547706,12.333015012272272,8.46629544769896,0.9025453576051553,wheat,262,0,2200.610800639629
18,2,0.3843066011444117,0.8082635336730277,5.406455115095944,0.549117536949138,rice,336,1,1031.2209582924916
49,2,0.7901233673201843,1.6621171321056936,2.3911583817714104,0.21320771981858078,rice,330,0,3168.971175198178
19,9,0.6354393808459319,5.5962499306905205,7.129085686815269,0.3746948123829448,corn,293,0,9756.519878027837
46,8,0.5028293632371964,3.705745306464859,5.0061790399448745,0.7787371042310209,corn,288,0,6687.949602101179
26,3,0.37968442132022745,2.648112970618159,1.76931183220248,0.861392717201173,tomato,180,0,1180.373002663602
36,9,0.7404524044997431,4.73316406070163,4.124886466292485,0.4128892729703354,soy,145,0,3003.849698643859
24,1,0.6531246433559877,16.196058861561255,6.348767349944044,0.15511031363518107,corn,219,1,8417.058672994526
15,3,0.4481445216733223,18.388909685306384,7.353583234965701,0.6991540134155025,tomato,267,0,18063.540297823434
39,8,0.8086116866282108,38.90858279448676,2.432964738107627,0.7655473372944642,wheat,204,1,11642.903149861955
49,4,0.24545581514583753,12.00856645152844,8.760097396153961,0.48161320827732335,corn,99,0,3122.2739964382486
14,8,0.19483278278483113,5.961147830435243,3.7961315196397054,0.6247878504560824,rice,34,1,157.59861557050036
40,9,0.5963831996835444,7.986908175813575,2.712096042209591,0.9886343477716749,soy,49,1,650.185181390281
14,1,0.8761951912965048,0.6490170379820688,1.9520054344817943,0.32049873942369345,wheat,173,1,428.9526891716751
37,1,0.26016808731075475,5.837710135850706,8.041909172695332,0.6156799244193258,tomato,295,1,3008.9119083297905
40,10,0.2622198220937525,3.261822256480306,3.5422915850856587,0.6498643722063783,corn,295,1,2135.6891456646254
24,6,0.16857402076786143,1.95542824840414,4.834506879851459,0.5941964764220168,rice,301,1,962.1590413099366
38,6,0.7814790219825873,7.087975216973298,2.2289754158151927,0.8822166021494162,corn,268,0,8060.100837710503
15,5,0.242437909349634,2.102898263200775,6.861224620618147,0.6445067787299048,rice,37,0,271.7498905768222
5,5,0.47770174771615465,1.0448099111138558,7.810553042116672,0.557101020152161,tomato,326,0,2270.9498446686775
6,7,0.8922416063018739,14.153358637314092,3.3949130642844625,0.21071352399505583,rice,348,0,19299.5903021857
23,6,0.06031976578373703,21.59475033330928,9.450848774328648,0.732888279364083,tomato,315,0,3986.885002513924
46,2,0.523013176934175,8.677832697508254,0.3070754849928007,0.21889662534523036,soy,179,1,417.11534315673333
8,7,0.4854456862992039,0.1,1.3302980896371295,0.12391290402780131,wheat,102,0,214.69959619244605
24,7,0.7363302699486316,6.827344253064497,5.888281528573349,0.5396780467571161,soy,334,0,9279.967549501853
36,2,0.3519893086198604,0.7525134306455813,7.014367213621749,0.6152007449329591,soy,92,1,254.58076985038252
11,4,0.3987901550641853,16.221559313533607,2.507579212101081,0.999148655236492,rice,294,0,7269.145822774323
37,8,0.19274728350903414,29.64092195674373,5.541156897816594,0.7410941150097579,corn,354,1,8393.224606669046
16,7,0.6796929468904187,12.490111893563945,3.184544084181084,0.8637312882048196,rice,332,1,9624.448467203734
41,2,0.7170025728099261,3.831358530848811,5.541338366970281,0.4117492351276798,soy,205,1,1901.9657417863111
30,1,0.16616382266200572,38.564069897012665,6.5936174499647615,0.5580232143219708,rice,310,1,10121.406198895987
28,6,0.38443851289007347,15.944330746594687,9.728107727637004,0.97684209159567,soy,309,0,14771.454018870947
10,5,0.8089692460582806,1.147692851459499,4.5575129033518165,0.4756496969284987,corn,357,0,3955.2479687052437
24,10,0.05230118262441909,3.171944363261138,6.482512186673535,0.8265613823221455,corn,151,1,234.70568177032413
43,6,0.3039452100292374,19.00820483815879,5.780814439951399,0.5733902059700465,tomato,241,1,5787.27103386782
2,10,0.5217859422946656,3.2755919947467023,3.1762313839818423,0.30156566637705773,wheat,304,0,2061.814706085545
39,3,0.3339797807109603,10.275688981815168,2.5313882528455056,0.6223767734897946,corn,106,1,750.1111238376366
26,5,0.28123841080101897,6.915869529817383,9.878719346725491,0.2962558255332894,soy,105,0,1593.9599893662344
37,2,0.4410318621677307,5.046309088596335,2.069316764653452,0.10272429088816702,wheat,160,1,586.8146066013602
34,6,0.2042946418932397,1.8430901494481682,7.902962395475295,0.31230641392600894,tomato,150,1,666.1295338281002
23,2,0.5001814548155612,17.453436727890733,1.4667273228165894,0.27382944911958135,corn,282,0,4087.4509247043143
17,5,0.6506915331162421,14.243530510447476,8.043708342343146,0.43382905947949035,corn,344,1,17588.68133633428
32,4,0.5390007097342269,30.36936182583567,1.858098701452491,0.8997372134283593,corn,82,1,1718.2438852466155
8,2,0.12914293122975126,4.049731932708849,9.671599283517654,0.4490677662388083,wheat,139,0,638.9422075093623
30,1,0.7677473220407373,0.6845362209475321,6.8601905780885994,0.860668864741892,rice,342,1,3088.24079717018
6,6,0.19873116186436496,34.24125393417643,0.902092318514613,0.6000517181184232,soy,229,0,1506.7093875708917
33,10,0.7000902005194594,13.712685150480882,6.93207801747065,0.10685323380031025,corn,98,0,6992.188676481705
32,2,0.35648034415947283,0.1,6.036604007052738,0.26986304161289365,tomato,232,1,414.07927002153554
6,5,0.715347145847687,66.12643901575274,3.376124920692891,0.9381502406872327,rice,324,1,40368.97285265774
39,3,0.2253319678945439,31.318867312486557,2.6080992415693895,0.6437561015779466,soy,155,0,2011.6823419209986
22,9,0.20866278814111533,6.350566001362578,7.187889056699774,0.9365921727150466,soy,192,1,1182.8057385976474
40,5,0.4724719692848599,13.553227353795574,7.413872368125709,0.3791080182731076,rice,236,0,15177.464463827377
4,10,0.07799561249360643,4.7200851610971535,3.2727312836764133,0.7449061404544686,wheat,312,0,534.3073711180779
10,3,0.2415027379649834,4.035762408965276,8.762394881284196,0.7948226439075339,tomato,219,0,1954.3648914352939
26,1,0.6654104143566961,8.016758500600048,2.6890033616660243,0.9781296424626299,corn,351,0,7263.310242249409
11,6,0.7617759565596117,5.0946337441180205,0.6995743953221354,0.11635883485206464,wheat,283,1,1108.7291525378837
18,7,0.11866755934713888,5.6364584378820775,5.999078580430959,0.9570134936109216,soy,171,0,775.1528578715219
34,10,0.7997660530223888,1.1229253123310214,1.0715986577433296,0.4524311958437486,tomato,193,0,4571.032875553114
9,9,0.7278896234452022,72.83989385196224,2.7673639786005864,0.8541931651703802,rice,264,1,28003.923300759867
35,9,0.7892316513509205,14.743742878404342,5.072356744091332,0.5902416263989756,corn,53,1,2808.7658186758376
